,country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month
958,Sweden,173944.47,139729.59,2020-09-11,Books,Johns and Sons,Maxie Marrow,Madelon Bront,PC,46-2962443,34214.880000000005,19.670001581539214,2020,9
959,UK,176662.26,146859.34,2020-06-28,Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,PC,44-9908550,29802.920000000013,16.869998153538855,2020,6
960,France,133754.65,106147.69,2020-09-18,Games,Armstrong-Little,Othello Bowes,Ora Grennan,PC,52-3150154,27606.959999999992,20.64000017943301,2020,9
961,Bulgaria,159294.28,130605.38,2020-08-09,Clothing,"Hamill, Kulas and Roob",Charil Alpe,Shermy McGready,PC,37-9761957,28688.899999999994,18.010000107976254,2020,8
962,France,123562.02,102927.16,2020-04-22,Clothing,McGlynn-Bergstrom,Othello Bowes,Amelina Piscopiello,PC,67-6072579,20634.86,16.700002152765066,2020,4
963,France,33013.08,26743.9,2020-11-28,Electronics,Romaguera-Dietrich,Othello Bowes,Amelina Piscopiello,PC,89-0300778,6269.18,18.98998821073344,2020,11
964,Portugal,105340.85,87285.43,2020-08-18,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Brynn Dempster,PC,80-1894360,18055.420000000013,17.139998395684117,2020,8
965,Spain,127143.54,105033.28,2019-10-03,Electronics,"Murray, Reichel and Nolan",Emalia Dinse,Bertha Walbrook,PC,58-2235320,22110.259999999995,17.38999873686071,2019,10
966,Portugal,56570.64,46993.23,2020-10-05,Books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,PC,68-9875936,9577.409999999996,16.930001145470506,2020,10
967,France,75522.66,60448.34,2019-03-13,Smartphones,Corwin and Sons,Othello Bowes,Crysta Halls,PC,75-8968627,15074.320000000007,19.959996112425074,2019,3
968,Portugal,87085.71,76548.34,2020-08-27,Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,PC,86-9456489,10537.37000000001,12.099998955052452,2020,8
969,UK,290010.79,234444.72,2019-12-25,Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,PC,02-1124101,55566.06999999998,19.160000908931693,2019,12
970,Luxembourg,256603.66,209799.15,2019-07-27,Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,Tablet,85-9787047,46804.51000000001,18.240000941529832,2019,7
971,UK,126074.62,100027.6,2020-11-07,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,60-7663173,26047.01999999999,20.660002782479133,2020,11
972,Sweden,94085.5,77498.23,2020-01-19,Electronics,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,PC,34-1570975,16587.270000000004,17.62999612054993,2020,1
973,Portugal,159216.47,137419.74,2020-06-26,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,57-9765345,21796.73000000001,13.689997021036838,2020,6
974,Portugal,74958.46,65806.03,2020-08-05,Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,PC,31-8846200,9152.430000000008,12.210002713502927,2020,8
975,Sweden,83897.88,69559.73,2019-03-18,Appliances,Franecki-White,Maxie Marrow,Anita Woakes,Mobile,48-6452102,14338.150000000009,17.090002750963443,2019,3
976,Sweden,133055.04,105366.29,2019-11-10,Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,PC,85-9541179,27688.750000000015,20.8099971260014,2019,11
977,Sweden,94115.99,75669.26,2019-09-16,Appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Tarrah Castelletti,PC,93-2085046,18446.73000000001,19.599995707424434,2019,9
978,Finland,125851.79,103777.39,2020-11-15,Games,Wunsch LLC,Hube Corey,Mellicent Mattys,PC,03-6962760,22074.399999999994,17.53999684867414,2020,11
979,Netherlands,60917.85,52736.58,2019-02-17,Smartphones,Smith Group,Denice Amberg,Nero Harbisher,PC,15-3241183,8181.269999999997,13.430004506068412,2019,2
980,France,101318.72,86657.9,2019-04-13,Games,Hilll-Vandervort,Othello Bowes,Maighdiln Upcraft,PC,54-5705354,14660.820000000007,14.470001200173085,2019,4
981,Portugal,131610.37,106406.98,2020-04-30,Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,29-1888759,25203.39,19.150003149447876,2020,4
982,France,235042.75,187446.59,2019-12-25,Books,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Maighdiln Upcraft,PC,12-3815754,47596.16,20.250001329545373,2019,12
983,Ireland,58921.31,51715.23,2020-12-13,Games,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,30-4823900,7206.0799999999945,12.230006427216223,2020,12
984,Portugal,101846.87,88066.99,2019-01-07,Clothing,Corwin and Sons,Celine Tumasian,Aurelie Wren,PC,72-9074281,13779.87999999999,13.529998516400152,2019,1
985,France,95307.21,78533.14,2020-03-26,Books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,PC,52-0213558,16774.070000000007,17.60000109120811,2020,3
986,France,232217.05,191439.74,2019-06-20,Beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Mobile,19-6334792,40777.31,17.559998286086227,2019,6
987,Portugal,75912.59,60145.55,2019-10-14,Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,Mobile,35-4712641,15767.039999999994,20.769993488563614,2019,10
988,Portugal,57367.93,46255.76,2019-10-28,Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,Mobile,03-3542738,11112.169999999998,19.370003414799868,2019,10
989,Portugal,158240.24,136561.33,2020-11-23,Books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,81-9457605,21678.910000000003,13.699998179982542,2020,11
990,Portugal,97291.62,76899.3,2020-01-02,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,63-0813030,20392.319999999992,20.959996349120296,2020,1
991,Portugal,83904.32,69011.3,2020-06-07,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,PC,00-7326184,14893.020000000004,17.75000381386799,2020,6
992,UK,133696.86,109310.55,2020-01-27,Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,22-0156233,24386.309999999983,18.240002046420525,2020,1
993,UK,146076.81,123230.4,2019-07-27,Appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,94-0623186,22846.410000000003,15.63999788878194,2019,7
994,France,56118.05,47711.57,2020-03-02,Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,PC,08-0446109,8406.480000000003,14.97999306818395,2020,3
995,France,46296.26,40319.41,2020-05-15,Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Tablet,77-3489084,5976.8499999999985,12.910006121444795,2020,5
996,Belgium,118061.05,101131.1,2020-07-02,Appliances,Johns and Sons,Lambert Norheny,Collin Mackness,Mobile,59-2117058,16929.949999999997,14.33999612912133,2020,7
997,Finland,74480.56,60023.88,2020-03-06,Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,PC,31-1849120,14456.68,19.410004436056873,2020,3
998,Spain,87205.01,69171.01,2020-06-18,Games,Johns and Sons,Emalia Dinse,Manuel Goudie,Tablet,45-3085595,18034.0,20.680004508915257,2020,6
999,Portugal,107716.72,86679.64,2020-01-18,Accessories,"Jacobson, Marvin and Brown",Celine Tumasian,Brynn Dempster,Mobile,61-3294149,21037.08,19.530004255606745,2020,1
